region_id,region_type,region
88230,zip,68869; NE; Kearney; Buffalo County; Ravenna
8823,city,Lyndhurst; OH; Cleveland-Elyria; Cuyahoga County
88229,zip,68866; NE; Kearney; Buffalo County; Pleasanton
88228,zip,68865; NE; Grand Island; Hamilton County; Phillips
88227,zip,68864; NE; Grand Island; Merrick County; Palmer
88226,zip,68863; NE; Lexington; Dawson County; Overton
88224,zip,68861; NE; Kearney; Buffalo County; Elm Creek
88223,zip,68860; NE; Custer County; Oconto
88221,zip,68858; NE; Kearney; Buffalo County; Miller
88220,zip,68856; NE; Custer County; Merna
8822,city,Lynch Station; VA; Lynchburg; Campbell County
88219,zip,68855; NE; Custer County; Mason City
88218,zip,68854; NE; Grand Island; Hamilton County; Marquette
88215,zip,68850; NE; Lexington; Dawson County
88212,zip,68847; NE; Kearney; Buffalo County
88211,zip,68846; NE; Grand Island; Hamilton County; Hordville
88210,zip,68845; NE; Kearney; Buffalo County
88209,zip,68844; NE; Sherman County; Hazard
88208,zip,68843; NE; Grand Island; Hamilton County; Hampton
88206,zip,68841; NE; Grand Island; Hamilton County; Giltner
88205,zip,68840; NE; Kearney; Buffalo County; Gibbon
88204,zip,68838; NE; Grand Island; Howard County; Farwell
88202,zip,68836; NE; Kearney; Buffalo County; Elm Creek
88201,zip,68835; NE; Grand Island; Howard County; Elba
88200,zip,68834; NE; Lexington; Dawson County; Eddyville
8820,city,Lyles; TN; Nashville-Davidson--Murfreesboro--Franklin; Hickman County
882,county,Blanco County; TX
88198,zip,68832; NE; Grand Island; Hall County; Doniphan
88197,zip,68831; NE; Grand Island; Howard County; Dannebrog
88196,zip,68828; NE; Custer County; Comstock
88195,zip,68827; NE; Grand Island; Merrick County; Chapman
88194,zip,68826; NE; Grand Island; Merrick County; Central City
88193,zip,68825; NE; Custer County; Callaway
88192,zip,68824; NE; Grand Island; Hall County; Cairo
88190,zip,68822; NE; Custer County; Broken Bow
88188,zip,68820; NE; Grand Island; Howard County; Howard City
88187,zip,68818; NE; Grand Island; Hamilton County; Aurora
88185,zip,68816; NE; Grand Island; Merrick County; Archer
88183,zip,68814; NE; Custer County; Ansley
88182,zip,68813; NE; Custer County; Anselmo
88181,zip,68812; NE; Kearney; Buffalo County; Amherst
88180,zip,68810; NE; Grand Island; Hall County; Alda
88179,zip,68803; NE; Grand Island; Hall County
88177,zip,68801; NE; Grand Island; Hall County
88176,zip,68792; NE; Cedar County; Wynot
88175,zip,68791; NE; Cuming County; Wisner
88174,zip,68790; NE; Wayne County; Winside
88173,zip,68789; NE; Knox County; Winnetoon
88172,zip,68788; NE; Cuming County; West Point
88171,zip,68787; NE; Wayne County; Wayne
88170,zip,68786; NE; Knox County; Wausa
8817,city,Lyburn; WV; Logan; Logan County
88169,zip,68785; NE; Sioux City; Dixon County; Waterbury
88168,zip,68784; NE; Sioux City; Dixon County; Wakefield
88167,zip,68783; NE; Knox County; Verdigre
88166,zip,68781; NE; Norfolk; Madison County; Tilden
88165,zip,68780; NE; Holt County; Stuart
88164,zip,68779; NE; Norfolk; Stanton County; Stanton
88162,zip,68777; NE; Boyd County; Spencer
88161,zip,68776; NE; Sioux City; Dakota County; South Sioux City
88160,zip,68774; NE; Cedar County; Saint Helena
88159,zip,68773; NE; Antelope County; Royal
88158,zip,68771; NE; Cedar County; Randolph
88157,zip,68770; NE; Sioux City; Dixon County; Ponca
88156,zip,68769; NE; Norfolk; Pierce County; Plainview
88155,zip,68768; NE; Norfolk; Stanton County; Pilger
88154,zip,68767; NE; Norfolk; Pierce County; Pierce
88153,zip,68766; NE; Holt County; Page
88152,zip,68765; NE; Norfolk; Pierce County; Osmond
88151,zip,68764; NE; Antelope County; Orchard
88150,zip,68763; NE; Holt County; O'' Neill
88149,zip,68761; NE; Antelope County; Oakdale
88148,zip,68760; NE; Knox County; Niobrara
88146,zip,68758; NE; Norfolk; Madison County; Newman Grove
88145,zip,68757; NE; Sioux City; Dixon County; Newcastle
88144,zip,68756; NE; Antelope County; Neligh
88141,zip,68752; NE; Norfolk; Madison County; Meadow Grove
88140,zip,68751; NE; Sioux City; Dixon County; Maskell
8814,city,Queen Creek; AZ; Phoenix-Mesa-Scottsdale; Pinal County
88139,zip,68749; NE; Cedar County; Magnet
88138,zip,68748; NE; Norfolk; Madison County; Madison
88137,zip,68747; NE; Norfolk; Pierce County; McLean
88136,zip,68746; NE; Boyd County; Lynch
88135,zip,68745; NE; Cedar County; Laurel
88134,zip,68743; NE; Sioux City; Dakota County; Jackson
88133,zip,68742; NE; Holt County; Inman
88132,zip,68741; NE; Sioux City; Dakota County; Hubbard
88131,zip,68740; NE; Wayne County; Hoskins
88130,zip,68739; NE; Cedar County; Hartington
88128,zip,68736; NE; Cedar County; Fordyce
88127,zip,68735; NE; Holt County; Ewing
88126,zip,68734; NE; Holt County; Emmet
88125,zip,68733; NE; Thurston County; Emerson
88124,zip,68732; NE; Sioux City; Dixon County; Dixon
88123,zip,68731; NE; Sioux City; Dakota County; Dakota City
88122,zip,68730; NE; Knox County; Crofton
88121,zip,68729; NE; Knox County; Creighton
88120,zip,68728; NE; Sioux City; Dixon County; Concord
88119,zip,68727; NE; Cedar County; Coleridge
88118,zip,68726; NE; Antelope County; Clearwater
88117,zip,68725; NE; Holt County; Chambers
88116,zip,68724; NE; Knox County; Center
88115,zip,68723; NE; Wayne County; Carroll
88113,zip,68720; NE; Antelope County; Brunswick
88111,zip,68718; NE; Knox County; Bloomfield
88110,zip,68717; NE; Cedar County; Belden
88109,zip,68716; NE; Cuming County; Beemer
88108,zip,68715; NE; Norfolk; Madison County; Battle Creek
88106,zip,68713; NE; Holt County; Atkinson
88105,zip,68711; NE; Holt County; Amelia
88104,zip,68710; NE; Sioux City; Dixon County; Allen
88102,zip,68701; NE; Norfolk; Madison County
88101,zip,68669; NE; Butler County; Ulysses
88100,zip,68667; NE; Butler County; Surprise
881,county,Blaine County; OK
88099,zip,68666; NE; Polk County; Stromsburg
88097,zip,68664; NE; Fremont; Dodge County; Dodge
88096,zip,68663; NE; Grand Island; Merrick County; Silver Creek
88095,zip,68662; NE; Polk County; Shelby
88094,zip,68661; NE; Colfax County; Schuyler
88093,zip,68660; NE; Boone County; Saint Edward
88092,zip,68659; NE; Colfax County; Rogers
88091,zip,68658; NE; Butler County; Rising City
88090,zip,68655; NE; Boone County; Primrose
8809,city,Pylesville; MD; Baltimore-Columbia-Towson; Harford County
88089,zip,68654; NE; Polk County; Polk
88088,zip,68653; NE; Columbus; Platte County; Platte Center
88087,zip,68652; NE; Boone County; Petersburg
88086,zip,68651; NE; Polk County; Osceola
88085,zip,68649; NE; Fremont; Dodge County; North Bend
88084,zip,68648; NE; Omaha-Council Bluffs; Saunders County; Morse Bluff
88083,zip,68647; NE; Columbus; Platte County; Monroe
88082,zip,68644; NE; Columbus; Platte County; Lindsay
88081,zip,68643; NE; Colfax County; Leigh
88080,zip,68642; NE; Columbus; Platte County; Humphrey
88079,zip,68641; NE; Colfax County; Howells
88078,zip,68640; NE; Nance County; Genoa
88077,zip,68638; NE; Nance County; Fullerton
88075,zip,68636; NE; Antelope County; Elgin
88074,zip,68635; NE; Butler County; Dwight
88073,zip,68634; NE; Columbus; Platte County; Duncan
88072,zip,68633; NE; Fremont; Dodge County; Dodge
88071,zip,68632; NE; Butler County; David City
88070,zip,68631; NE; Columbus; Platte County; Creston
88069,zip,68629; NE; Colfax County; Clarkson
88068,zip,68628; NE; Grand Island; Merrick County; Clarks
88067,zip,68627; NE; Boone County; Cedar Rapids
88066,zip,68626; NE; Butler County; Brainard
88065,zip,68624; NE; Butler County; Bellwood
88064,zip,68623; NE; Nance County; Belgrade
88062,zip,68621; NE; Fremont; Dodge County; Ames
88061,zip,68620; NE; Boone County; Albion
8806,city,Pulaski; WI; Green Bay; Brown County
88059,zip,68601; NE; Columbus; Platte County
88055,zip,68532; NE; Lincoln; Lancaster County
88054,zip,68531; NE; Lincoln; Lancaster County
88052,zip,68528; NE; Lincoln; Lancaster County
88051,zip,68527; NE; Lincoln; Lancaster County
88050,zip,68526; NE; Lincoln; Lancaster County
8805,city,Orick; CA; Eureka-Arcata-Fortuna; Humboldt County
88049,zip,68524; NE; Lincoln; Lancaster County
88048,zip,68523; NE; Lincoln; Lancaster County
88047,zip,68522; NE; Lincoln; Lancaster County
88046,zip,68521; NE; Lincoln; Lancaster County
88045,zip,68520; NE; Lincoln; Lancaster County
88044,zip,68517; NE; Lincoln; Lancaster County
88043,zip,68516; NE; Lincoln; Lancaster County
88042,zip,68514; NE; Lincoln; Lancaster County
88041,zip,68512; NE; Lincoln; Lancaster County
88040,zip,68510; NE; Lincoln; Lancaster County
88038,zip,68508; NE; Lincoln; Lancaster County
88037,zip,68507; NE; Lincoln; Lancaster County
88036,zip,68506; NE; Lincoln; Lancaster County
88035,zip,68505; NE; Lincoln; Lancaster County
88034,zip,68504; NE; Lincoln; Lancaster County
88033,zip,68503; NE; Lincoln; Lancaster County
88032,zip,68502; NE; Lincoln; Lancaster County
88030,zip,68467; NE; York County; York
88029,zip,68466; NE; Beatrice; Gage County; Wymore
88028,zip,68465; NE; Saline County; Wilber
88027,zip,68464; NE; Saline County; Western
88026,zip,68463; NE; Omaha-Council Bluffs; Cass County; Weeping Water
88025,zip,68462; NE; Lincoln; Lancaster County; Waverly
88024,zip,68461; NE; Lincoln; Lancaster County; Walton
88023,zip,68460; NE; York County; Waco
88022,zip,68458; NE; Beatrice; Gage County; Virginia
88021,zip,68457; NE; Richardson County; Verdon
88020,zip,68456; NE; Lincoln; Seward County; Utica
8802,city,Morocco; IN; Chicago-Naperville-Elgin; Newton County
88019,zip,68455; NE; Omaha-Council Bluffs; Cass County; Union
88018,zip,68454; NE; Otoe County; Unadilla
88017,zip,68453; NE; Saline County; Tobias
88016,zip,68452; NE; Clay County; Ong
88015,zip,68450; NE; Johnson County; Tecumseh
88014,zip,68448; NE; Otoe County; Talmage
88013,zip,68447; NE; Pawnee County; Table Rock
88012,zip,68446; NE; Otoe County; Syracuse
88011,zip,68445; NE; Saline County; Swanton
88010,zip,68444; NE; Fillmore County; Strang
8801,city,Moro; OR; Sherman County
88009,zip,68443; NE; Johnson County; Sterling
88008,zip,68442; NE; Richardson County; Stella
88007,zip,68441; NE; Pawnee County; Steinauer
88006,zip,68440; NE; Jefferson County; Steele City
88005,zip,68439; NE; Lincoln; Seward County; Staplehurst
88004,zip,68438; NE; Lincoln; Lancaster County; Martell
88003,zip,68437; NE; Richardson County; Shubert
88002,zip,68436; NE; Fillmore County; Shickley
88001,zip,68434; NE; Lincoln; Seward County; Seward
88000,zip,68433; NE; Richardson County; Verdon
88,county,Lee County; TX
87999,zip,68431; NE; Richardson County; Rulo
87998,zip,68430; NE; Lincoln; Lancaster County; Roca
87997,zip,68429; NE; Jefferson County; Reynolds
87996,zip,68428; NE; Lincoln; Lancaster County; Raymond
87995,zip,68424; NE; Jefferson County; Plymouth
87994,zip,68423; NE; Lincoln; Seward County; Pleasant Dale
87993,zip,68422; NE; Beatrice; Gage County; Pickrell
87992,zip,68421; NE; Nemaha County; Peru
87991,zip,68420; NE; Pawnee County; Pawnee City
87990,zip,68419; NE; Lincoln; Lancaster County; Panama
87989,zip,68418; NE; Otoe County; Palmyra
87988,zip,68417; NE; Otoe County; Otoe
87987,zip,68416; NE; Fillmore County; Ohiowa
87986,zip,68415; NE; Beatrice; Gage County; Odell
87985,zip,68414; NE; Nemaha County; Nemaha
87984,zip,68413; NE; Omaha-Council Bluffs; Cass County; Nehawka
87983,zip,68410; NE; Otoe County; Nebraska City
87982,zip,68409; NE; Omaha-Council Bluffs; Cass County; Murray
87981,zip,68407; NE; Omaha-Council Bluffs; Cass County; Murdock
87980,zip,68406; NE; Fillmore County; Milligan
87979,zip,68405; NE; Lincoln; Seward County; Milford
87978,zip,68404; NE; Lincoln; Lancaster County; Martell
87977,zip,68403; NE; Omaha-Council Bluffs; Cass County; Manley
87976,zip,68402; NE; Lincoln; Lancaster County; Malcolm
87975,zip,68401; NE; York County; McCool Junction
87974,zip,68382; NE; Otoe County; Lorton
87973,zip,68381; NE; Beatrice; Gage County; Liberty
87972,zip,68380; NE; Pawnee County; Lewiston
87971,zip,68378; NE; Nemaha County; Johnson
87970,zip,68377; NE; Jefferson County; Jansen
8797,city,Moose Lake; MN; Duluth; Carlton County
87969,zip,68376; NE; Richardson County; Humboldt
87967,zip,68372; NE; Lincoln; Lancaster County; Hickman
87966,zip,68371; NE; York County; Henderson
87964,zip,68368; NE; Lincoln; Lancaster County; Hallam
87963,zip,68367; NE; York County; Gresham
87962,zip,68366; NE; Omaha-Council Bluffs; Cass County; Greenwood
87961,zip,68365; NE; Fillmore County; Grafton
87960,zip,68364; NE; Lincoln; Seward County; Goehner
8796,city,Moorhead; IA; Monona County
87958,zip,68361; NE; Fillmore County; Geneva
87957,zip,68360; NE; Lincoln; Seward County; Garland
87956,zip,68359; NE; Saline County; Friend
87955,zip,68358; NE; Lincoln; Lancaster County; Firth
87954,zip,68357; NE; Beatrice; Gage County; Filley
87953,zip,68355; NE; Richardson County; Falls City
87952,zip,68354; NE; Fillmore County; Fairmont
87951,zip,68352; NE; Jefferson County; Fairbury
87950,zip,68351; NE; Fillmore County; Exeter
8795,city,Moore Haven; FL; Glades County
87949,zip,68350; NE; Jefferson County; Endicott
87948,zip,68349; NE; Omaha-Council Bluffs; Cass County; Elmwood
87947,zip,68348; NE; Johnson County; Elk Creek
87946,zip,68347; NE; Omaha-Council Bluffs; Cass County; Eagle
87945,zip,68346; NE; Otoe County; Dunbar
87944,zip,68345; NE; Pawnee County; Du Bois
87943,zip,68344; NE; Otoe County; Douglas
87942,zip,68343; NE; Saline County; Dorchester
87941,zip,68342; NE; Jefferson County; Diller
87940,zip,68341; NE; Saline County; De Witt
87938,zip,68339; NE; Lincoln; Lancaster County; Denton
87937,zip,68338; NE; Jefferson County; Daykin
87936,zip,68337; NE; Richardson County; Dawson
87935,zip,68336; NE; Lincoln; Lancaster County; Davey
87934,zip,68335; NE; Thayer County; Davenport
87933,zip,68333; NE; Saline County; Crete
87932,zip,68332; NE; Johnson County; Crab Orchard
87931,zip,68331; NE; Beatrice; Gage County; Cortland
87930,zip,68330; NE; Lincoln; Seward County; Cordova
87929,zip,68329; NE; Johnson County; Cook
87928,zip,68328; NE; Beatrice; Gage County; Clatonia
87924,zip,68324; NE; Otoe County; Burr
87923,zip,68323; NE; Pawnee County; Burchard
87922,zip,68322; NE; Thayer County; Bruning
87921,zip,68321; NE; Nemaha County; Brownville
87920,zip,68320; NE; Nemaha County; Brock
87919,zip,68319; NE; York County; Bradshaw
87918,zip,68318; NE; Beatrice; Gage County; Blue Springs
87917,zip,68317; NE; Lincoln; Lancaster County; Bennet
87916,zip,68316; NE; York County; Benedict
87914,zip,68314; NE; Lincoln; Seward County; Bee
87913,zip,68313; NE; Lincoln; Seward County; Beaver Crossing
87912,zip,68310; NE; Beatrice; Gage County
87911,zip,68309; NE; Beatrice; Gage County; Barneston
87910,zip,68307; NE; Omaha-Council Bluffs; Cass County; Avoca
87909,zip,68305; NE; Nemaha County; Auburn
87908,zip,68304; NE; Omaha-Council Bluffs; Cass County; Alvo
87906,zip,68301; NE; Beatrice; Gage County; Adams
87894,zip,68164; NE; Omaha-Council Bluffs; Douglas County; Omaha
87893,zip,68157; NE; Omaha-Council Bluffs; Douglas County; Omaha
87891,zip,68154; NE; Omaha-Council Bluffs; Douglas County; Omaha
87890,zip,68152; NE; Omaha-Council Bluffs; Douglas County; Omaha
87889,zip,68147; NE; Omaha-Council Bluffs; Sarpy County; Bellevue
87887,zip,68144; NE; Omaha-Council Bluffs; Douglas County; Omaha
87886,zip,68142; NE; Omaha-Council Bluffs; Douglas County; Omaha
87884,zip,68138; NE; Omaha-Council Bluffs; Douglas County; Omaha
87883,zip,68137; NE; Omaha-Council Bluffs; Douglas County; Omaha
87882,zip,68136; NE; Omaha-Council Bluffs; Douglas County; Omaha
87881,zip,68135; NE; Omaha-Council Bluffs; Douglas County; Omaha
87880,zip,68134
8788,city,Lower Peach Tree; AL; Wilcox County
87879,zip,68133; NE; Omaha-Council Bluffs; Sarpy County; Papillion
87878,zip,68132
87877,zip,68131
87876,zip,68130; NE; Omaha-Council Bluffs; Douglas County; Omaha
87875,zip,68128; NE; Omaha-Council Bluffs; Sarpy County; La Vista
87874,zip,68127; NE; Omaha-Council Bluffs; Douglas County; Omaha
87873,zip,68124; NE; Omaha-Council Bluffs; Douglas County; Omaha
87872,zip,68123
87871,zip,68122; NE; Omaha-Council Bluffs; Douglas County; Omaha
8787,city,Lower Chichester Township; PA; Philadelphia-Camden-Wilmington; Delaware County
87868,zip,68118; NE; Omaha-Council Bluffs; Douglas County; Omaha
87867,zip,68117; NE; Omaha-Council Bluffs; Douglas County; Omaha
87866,zip,68116
87865,zip,68114; NE; Omaha-Council Bluffs; Douglas County; Omaha
87863,zip,68112; NE; Omaha-Council Bluffs; Douglas County; Omaha
87862,zip,68111; NE; Omaha-Council Bluffs; Douglas County; Omaha
87861,zip,68110; NE; Omaha-Council Bluffs; Douglas County; Omaha
87859,zip,68108; NE; Omaha-Council Bluffs; Douglas County; Omaha
87858,zip,68107; NE; Omaha-Council Bluffs; Douglas County; Omaha
87857,zip,68106
87856,zip,68105
87855,zip,68104
87853,zip,68102; NE; Omaha-Council Bluffs; Douglas County; Omaha
87851,zip,68073; NE; Omaha-Council Bluffs; Saunders County; Yutan
87850,zip,68072; NE; Fremont; Dodge County; Hooper
8785,city,Loveville; MD; California-Lexington Park; Saint Marys County
87849,zip,68071; NE; Thurston County; Winnebago
87848,zip,68070; NE; Omaha-Council Bluffs; Saunders County; Weston
87847,zip,68069; NE; Omaha-Council Bluffs; Douglas County; Waterloo
87846,zip,68068; NE; Omaha-Council Bluffs; Washington County; Washington
87845,zip,68067; NE; Thurston County; Walthill
87844,zip,68066; NE; Omaha-Council Bluffs; Saunders County; Wahoo
87843,zip,68065; NE; Omaha-Council Bluffs; Saunders County; Valparaiso
87842,zip,68064; NE; Omaha-Council Bluffs; Douglas County; Valley
87841,zip,68063; NE; Fremont; Dodge County; Hooper
87840,zip,68062; NE; Thurston County; Thurston
87839,zip,68061; NE; Burt County; Tekamah
87838,zip,68059; NE; Omaha-Council Bluffs; Sarpy County; Springfield
87837,zip,68058; NE; Omaha-Council Bluffs; Cass County; South Bend
87836,zip,68057; NE; Fremont; Dodge County; Scribner
87834,zip,68055; NE; Thurston County; Rosalie
87833,zip,68050; NE; Omaha-Council Bluffs; Saunders County; Prague
87832,zip,68048; NE; Omaha-Council Bluffs; Cass County; Plattsmouth
87831,zip,68047; NE; Thurston County; Pender
87830,zip,68046; NE; Omaha-Council Bluffs; Sarpy County; Papillion
87829,zip,68045; NE; Burt County; Oakland
87828,zip,68044; NE; Fremont; Dodge County; Nickerson
87827,zip,68042; NE; Omaha-Council Bluffs; Saunders County; Memphis
87826,zip,68041; NE; Omaha-Council Bluffs; Saunders County; Mead
87825,zip,68040; NE; Omaha-Council Bluffs; Saunders County; Malmo
87824,zip,68039; NE; Thurston County; Macy
87823,zip,68038; NE; Burt County; Lyons
87822,zip,68037; NE; Omaha-Council Bluffs; Cass County; Louisville
87821,zip,68036; NE; Butler County; Linwood
87820,zip,68034; NE; Omaha-Council Bluffs; Washington County; Kennard
87819,zip,68033; NE; Omaha-Council Bluffs; Saunders County; Ithaca
87818,zip,68031; NE; Fremont; Dodge County; Hooper
87817,zip,68030; NE; Sioux City; Dakota County; Homer
87816,zip,68029; NE; Omaha-Council Bluffs; Washington County; Herman
87815,zip,68028; NE; Omaha-Council Bluffs; Sarpy County; Gretna
87813,zip,68025; NE; Fremont; Dodge County
87812,zip,68023; NE; Omaha-Council Bluffs; Washington County; Fort Calhoun
87811,zip,68022; NE; Omaha-Council Bluffs; Douglas County; Omaha
87810,zip,68020; NE; Burt County; Decatur
8781,city,Prinsburg; MN; Willmar; Kandiyohi County
87809,zip,68019; NE; Burt County; Craig
87808,zip,68018; NE; Omaha-Council Bluffs; Saunders County; Colon
87807,zip,68017; NE; Omaha-Council Bluffs; Saunders County; Ceresco
87806,zip,68016; NE; Omaha-Council Bluffs; Cass County; Cedar Creek
87805,zip,68015; NE; Omaha-Council Bluffs; Saunders County; Cedar Bluffs
87804,zip,68014; NE; Butler County; Bruno
87801,zip,68008; NE; Omaha-Council Bluffs; Washington County; Blair
87800,zip,68007; NE; Omaha-Council Bluffs; Douglas County; Bennington
8780,city,Preston; IA; Jackson County
878,county,Blaine County; ID; Hailey
87799,zip,68005
87798,zip,68004; NE; Cuming County; Bancroft
87797,zip,68003; NE; Omaha-Council Bluffs; Saunders County; Ashland
87796,zip,68002; NE; Omaha-Council Bluffs; Washington County; Arlington
87794,zip,67954; KS; Morton County; Rolla
87792,zip,67952; KS; Stevens County; Moscow
87791,zip,67951; KS; Stevens County; Hugoton
87788,zip,67901; KS; Liberal; Seward County
87787,zip,67882; KS; Dodge City; Ford County; Wright
87786,zip,67880; KS; Grant County; Ulysses
87783,zip,67877; KS; Haskell County; Sublette
87782,zip,67876; KS; Dodge City; Ford County; Spearville
87781,zip,67871; KS; Scott County; Scott City
87780,zip,67870; KS; Haskell County; Satanta
8778,city,Ooltewah; TN; Chattanooga; Hamilton County
87779,zip,67869; KS; Meade County; Plains
87778,zip,67868; KS; Garden City; Finney County; Pierceville
87777,zip,67867; KS; Gray County; Montezuma
87776,zip,67865; KS; Clark County; Minneola
87775,zip,67864; KS; Meade County; Meade
87771,zip,67860; KS; Garden City; Kearny County; Lakin
87770,zip,67859; KS; Liberal; Seward County; Kismet
8777,city,Omar; WV; Logan; Logan County
87769,zip,67857; KS; Hamilton County; Kendall
87766,zip,67853; KS; Gray County; Ingalls
87765,zip,67851; KS; Garden City; Finney County; Holcomb
87762,zip,67846; KS; Garden City; Finney County
87761,zip,67844; KS; Meade County; Fowler
87759,zip,67842; KS; Dodge City; Ford County; Ford
87758,zip,67841; KS; Gray County; Ensign
87755,zip,67838; KS; Garden City; Kearny County; Deerfield
87754,zip,67837; KS; Gray County; Copeland
87752,zip,67835; KS; Gray County; Cimarron
87751,zip,67834; KS; Dodge City; Ford County; Bucklin
87749,zip,67801; KS; Dodge City; Ford County
87748,zip,67764; KS; Logan County; Winona
87742,zip,67753; KS; Thomas County; Rexford
87738,zip,67748; KS; Logan County; Oakley
87734,zip,67743; KS; Thomas County; Levant
87727,zip,67735; KS; Sherman County; Goodland
87726,zip,67734; KS; Thomas County; Gem
87725,zip,67733; KS; Sherman County; Edson
87724,zip,67732; KS; Thomas County; Brewster
87721,zip,67701; KS; Thomas County; Colby
87719,zip,67674; KS; Hays; Ellis County; Walker
87716,zip,67671; KS; Hays; Ellis County; Victoria
87714,zip,67667; KS; Hays; Ellis County; Schoenchen
87713,zip,67665; KS; Russell County; Russell
87711,zip,67663; KS; Rooks County; Plainville
8771,city,Monroeville; IN; Fort Wayne; Allen County
87709,zip,67660; KS; Hays; Ellis County; Pfeifer
87702,zip,67651; KS; Osborne County; Natoma
87700,zip,67649; KS; Russell County; Luray
8770,city,Keezletown; VA; Harrisonburg; Rockingham County
877,county,Bladen County; NC
87699,zip,67648; KS; Russell County; Lucas
87692,zip,67640; KS; Russell County; Gorham
87690,zip,67638; KS; Smith County; Gaylord
87689,zip,67637; KS; Hays; Ellis County; Ellis
87682,zip,67627; KS; Hays; Ellis County
87676,zip,67601; KS; Hays; Ellis County
87673,zip,67583; KS; Hutchinson; Reno County; Turon
87672,zip,67581; KS; Hutchinson; Reno County; Sylvia
87671,zip,67579; KS; Rice County; Sterling
87670,zip,67578; KS; Stafford County; Stafford
8767,city,Harshaw; WI; Oneida County
87669,zip,67576; KS; Stafford County; St. John
87668,zip,67575; KS; Rush County; Rush Center
87667,zip,67574; KS; Pawnee County; Rozel
87666,zip,67573; KS; Rice County; Raymond
87664,zip,67570; KS; Hutchinson; Reno County; Pretty Prairie
87663,zip,67568; KS; Hutchinson; Reno County; Plevna
87662,zip,67567; KS; Great Bend; Barton County; Pawnee Rock
87661,zip,67566; KS; Hutchinson; Reno County; Partridge
87660,zip,67565; KS; Rush County; Otis
8766,city,Harrisville; PA; Pittsburgh; Butler County
87659,zip,67564; KS; Great Bend; Barton County; Olmitz
87658,zip,67563; KS; Edwards County; Offerle
87657,zip,67561; KS; Hutchinson; Reno County; Nickerson
87655,zip,67559; KS; Rush County; Nekoma
87654,zip,67557; KS; Stafford County; Macksville
87653,zip,67556; KS; Rush County; McCracken
87652,zip,67554; KS; Rice County; Lyons
87651,zip,67553; KS; Rush County; Liebenthal
8765,city,Harrisville; NH; Keene; Cheshire County
87649,zip,67550; KS; Pawnee County; Larned
87648,zip,67548; KS; Rush County; La Crosse
87646,zip,67546; KS; McPherson; McPherson County; Inman
87645,zip,67545; KS; Stafford County; Hudson
87644,zip,67544; KS; Great Bend; Barton County; Hoisington
87643,zip,67543; KS; Hutchinson; Reno County; Haven
87642,zip,67530; KS; Great Bend; Barton County
87641,zip,67529; KS; Pawnee County; Garfield
87640,zip,67526; KS; Great Bend; Barton County; Ellinwood
8764,city,Harrison City; PA; Pittsburgh; Westmoreland County
87639,zip,67525; KS; Great Bend; Barton County; Claflin
87638,zip,67524; KS; Rice County; Chase
87637,zip,67523; KS; Pawnee County; Burdett
87636,zip,67522; KS; Hutchinson; Reno County; Buhler
87634,zip,67520; KS; Rush County; Bison
87633,zip,67519; KS; Edwards County; Belpre
8763,city,Harrison; TN; Chattanooga; Hamilton County
87629,zip,67514; KS; Hutchinson; Reno County; Arlington
87628,zip,67513; KS; Rush County; Alexander
87627,zip,67512; KS; Rice County; Alden
87626,zip,67511; KS; Great Bend; Barton County; Albert
87625,zip,67510; KS; Hutchinson; Reno County; Abbyville
87624,zip,67505; KS; Hutchinson; Reno County; South Hutchinson
87622,zip,67502; KS; Hutchinson; Reno County
87621,zip,67501; KS; Hutchinson; Reno County
87620,zip,67492; KS; Dickinson County; Woodbine
8762,city,Harrison; NJ; New York-Newark-Jersey City; Hudson County
87619,zip,67491; KS; McPherson; McPherson County; Windom
87618,zip,67490; KS; Ellsworth County; Wilson
87617,zip,67487; KS; Clay County; Wakefield
87615,zip,67484; KS; Salina; Ottawa County; Tescott
87614,zip,67483; KS; Marion County; Tampa
87613,zip,67482; KS; Dickinson County; Talmage
87612,zip,67481; KS; Lincoln County; Sylvan Grove
87611,zip,67480; KS; Dickinson County; Solomon
87608,zip,67475; KS; Marion County; Ramona
87607,zip,67474; KS; Osborne County; Portis
87605,zip,67470; KS; Salina; Saline County; New Cambria
87604,zip,67468; KS; Clay County; Morganville
87603,zip,67467; KS; Salina; Ottawa County; Minneapolis
87601,zip,67464; KS; McPherson; McPherson County; Marquette
87600,zip,67460; KS; McPherson; McPherson County
8760,city,Fort Scott; KS; Bourbon County
87599,zip,67459; KS; Ellsworth County; Lorraine
87598,zip,67458; KS; Clay County; Longford
87597,zip,67457; KS; Rice County; Little River
87596,zip,67456; KS; McPherson; McPherson County; Lindsborg
87594,zip,67454; KS; Ellsworth County; Kanopolis
87592,zip,67451; KS; Dickinson County; Hope
87591,zip,67450; KS; Ellsworth County; Holyrood
87590,zip,67449; KS; Dickinson County; Herington
8759,city,East Hanover Township; NJ; New York-Newark-Jersey City; Morris County
87589,zip,67448; KS; Salina; Saline County; Gypsum
87588,zip,67447; KS; Clay County; Green
87585,zip,67444; KS; Rice County; Geneseo
87584,zip,67443; KS; McPherson; McPherson County; Galva
87583,zip,67442; KS; Salina; Saline County; Falun
87582,zip,67441; KS; Dickinson County; Enterprise
87581,zip,67439; KS; Ellsworth County; Ellsworth
87580,zip,67438; KS; Marion County; Durham
87578,zip,67436; KS; Salina; Ottawa County; Delphos
87577,zip,67432; KS; Clay County; Clay Center
