region_id,region_type,region
99372,zip,97624; OR; Klamath Falls; Klamath County; Chiloquin
99371,zip,97623; OR; Klamath Falls; Klamath County; Bonanza
99370,zip,97622; OR; Klamath Falls; Klamath County; Bly
9937,city,Mooreton; ND; Wahpeton; Richland County
99369,zip,97621; OR; Klamath Falls; Klamath County; Beatty
99366,zip,97603; OR; Klamath Falls; Klamath County
99364,zip,97601; OR; Klamath Falls; Klamath County
99363,zip,97544; OR; Grants Pass; Josephine County; Williams
99362,zip,97543; OR; Grants Pass; Josephine County
99361,zip,97541; OR; Medford; Jackson County; Trail
99360,zip,97540; OR; Medford; Jackson County; Talent
9936,city,Hartford; MI; Kalamazoo-Portage; Van Buren County
99359,zip,97539; OR; Medford; Jackson County; Shady Cove
99358,zip,97538; OR; Grants Pass; Josephine County; Selma
99357,zip,97537; OR; Medford; Jackson County; Rogue River
99356,zip,97536; OR; Medford; Jackson County; Prospect
99355,zip,97535; OR; Medford; Jackson County; Phoenix
99354,zip,97534; OR; Grants Pass; Josephine County; O Brien
99352,zip,97532; OR; Grants Pass; Josephine County; Merlin
99351,zip,97531; OR; Grants Pass; Josephine County; Cave Junction
99350,zip,97530; OR; Medford; Jackson County; Jacksonville
99348,zip,97527; OR; Grants Pass; Josephine County
99347,zip,97526; OR; Grants Pass; Josephine County
99346,zip,97525; OR; Medford; Jackson County; Gold Hill
99345,zip,97524; OR; Medford; Jackson County; Eagle Point
99344,zip,97523; OR; Grants Pass; Josephine County; Cave Junction
99343,zip,97522; OR; Medford; Jackson County; Butte Falls
99342,zip,97520; OR; Medford; Jackson County; Ashland
99341,zip,97504; OR; Medford; Jackson County
99340,zip,97503; OR; Medford; Jackson County; White City
99339,zip,97502; OR; Medford; Jackson County; Central Point
99338,zip,97501; OR; Medford; Jackson County
99337,zip,97499; OR; Roseburg; Douglas County; Yoncalla
99336,zip,97498; OR; Newport; Lincoln County; Yachats
99335,zip,97497; OR; Grants Pass; Josephine County; Wolf Creek
99334,zip,97496; OR; Roseburg; Douglas County; Winston
99333,zip,97495; OR; Roseburg; Douglas County; Winchester
99331,zip,97493; OR; Eugene; Lane County; Dunes City
99330,zip,97492; OR; Eugene; Lane County; Westfir
99328,zip,97490; OR; Eugene; Lane County; Walton
99327,zip,97489; OR; Eugene; Lane County; Walterville
99326,zip,97488; OR; Eugene; Lane County; Vida
99325,zip,97487; OR; Eugene; Lane County; Veneta
99324,zip,97486; OR; Roseburg; Douglas County; Umpqua
99323,zip,97484; OR; Roseburg; Douglas County; Tiller
99321,zip,97481; OR; Roseburg; Douglas County; Tenmile
99320,zip,97480; OR; Eugene; Lane County; Swisshome
9932,city,Hancock; WI; Waushara County
99319,zip,97479; OR; Roseburg; Douglas County; Sutherlin
99318,zip,97478; OR; Eugene; Lane County; Springfield
99317,zip,97477; OR; Eugene; Lane County; Springfield
99316,zip,97476; OR; Brookings; Curry County; Sixes
99315,zip,97473; OR; Roseburg; Douglas County; Scottsburg
99313,zip,97470; OR; Roseburg; Douglas County
99312,zip,97469; OR; Roseburg; Douglas County; Riddle
99311,zip,97467; OR; Roseburg; Douglas County; Reedsport
99310,zip,97466; OR; Coos Bay; Coos County; Powers
9931,city,Jacumba; CA; San Diego-Carlsbad; San Diego County
99309,zip,97465; OR; Brookings; Curry County; Port Orford
99307,zip,97463; OR; Eugene; Lane County; Oakridge
99306,zip,97462; OR; Roseburg; Douglas County; Oakland
99305,zip,97461; OR; Eugene; Lane County; Noti
99304,zip,97459; OR; Coos Bay; Coos County; North Bend
99303,zip,97458; OR; Coos Bay; Coos County; Myrtle Point
99302,zip,97457; OR; Roseburg; Douglas County; Myrtle Creek
99301,zip,97456; OR; Corvallis; Benton County; Monroe
99300,zip,97455; OR; Eugene; Lane County; Pleasant Hill
993,county,Dimmit County; TX
99299,zip,97454; OR; Eugene; Lane County; Marcola
99298,zip,97453; OR; Eugene; Lane County; Mapleton
99297,zip,97452; OR; Eugene; Lane County; Lowell
99296,zip,97451; OR; Eugene; Lane County; Lorane
99295,zip,97450; OR; Brookings; Curry County; Langlois
99294,zip,97449; OR; Coos Bay; Coos County; Lakeside
99293,zip,97448; OR; Eugene; Lane County; Junction City
99292,zip,97447; OR; Roseburg; Douglas County; Idleyld Park
99291,zip,97446; OR; Albany; Linn County; Harrisburg
99290,zip,97444; OR; Brookings; Curry County; Gold Beach
99289,zip,97443; OR; Roseburg; Douglas County; Glide
99288,zip,97442; OR; Roseburg; Douglas County; Glendale
99287,zip,97441; OR; Roseburg; Douglas County; Gardiner
99285,zip,97439; OR; Eugene; Lane County; Florence
99284,zip,97438; OR; Eugene; Lane County; Fall Creek
99283,zip,97437; OR; Eugene; Lane County; Elmira
99282,zip,97436; OR; Roseburg; Douglas County; Elkton
99281,zip,97435; OR; Roseburg; Douglas County; Drain
99280,zip,97434; OR; Eugene; Lane County; Dorena
99279,zip,97432; OR; Roseburg; Douglas County; Winston
99278,zip,97431; OR; Eugene; Lane County; Dexter
99277,zip,97430; OR; Eugene; Lane County; Deadwood
99276,zip,97429; OR; Roseburg; Douglas County; Days Creek
99273,zip,97426; OR; Eugene; Lane County; Creswell
99271,zip,97424; OR; Eugene; Lane County; Cottage Grove
99270,zip,97423; OR; Coos Bay; Coos County; Coquille
99269,zip,97420; OR; Coos Bay; Coos County
99268,zip,97419; OR; Eugene; Lane County; Cheshire
99267,zip,97417; OR; Roseburg; Douglas County; Canyonville
99266,zip,97416; OR; Roseburg; Douglas County; Camas Valley
99265,zip,97415; OR; Brookings; Curry County
99264,zip,97414; OR; Coos Bay; Coos County; Broadbent
99263,zip,97413; OR; Eugene; Lane County; Blue River
99262,zip,97412; OR; Eugene; Lane County; Blachly
99261,zip,97411; OR; Coos Bay; Coos County; Bandon
99260,zip,97410; OR; Roseburg; Douglas County; Azalea
9926,neigh,Hunter Army Airfield; GA; Savannah; Chatham County
99258,zip,97408; OR; Eugene; Lane County
99256,zip,97406; OR; Brookings; Curry County; Agness
99255,zip,97405; OR; Eugene; Lane County
99254,zip,97404; OR; Eugene; Lane County
99253,zip,97403; OR; Eugene; Lane County
99252,zip,97402; OR; Eugene; Lane County
99251,zip,97401; OR; Eugene; Lane County
99250,zip,97396; OR; Portland-Vancouver-Hillsboro; Yamhill County; Willamina
99249,zip,97394; OR; Newport; Lincoln County; Waldport
99248,zip,97392; OR; Salem; Marion County; Turner
99247,zip,97391; OR; Newport; Lincoln County; Toledo
99246,zip,97390; OR; Newport; Lincoln County; Tidewater
99245,zip,97389; OR; Albany; Linn County; Tangent
99244,zip,97388; OR; Newport; Lincoln County; Lincoln City
99243,zip,97386; OR; Albany; Linn County; Sweet Home
99242,zip,97385; OR; Salem; Marion County; Sublimity
99240,zip,97383; OR; Salem; Marion County; Stayton
99239,zip,97381; OR; Salem; Marion County; Silverton
99238,zip,97380; OR; Newport; Lincoln County; Siletz
99237,zip,97378; OR; Portland-Vancouver-Hillsboro; Yamhill County; Sheridan
99236,zip,97377; OR; Albany; Linn County; Shedd
99235,zip,97376; OR; Newport; Lincoln County; Seal Rock
99234,zip,97375; OR; Salem; Marion County; Scotts Mills
99233,zip,97374; OR; Albany; Linn County; Scio
99230,zip,97371; OR; Salem; Polk County; Rickreall
99229,zip,97370; OR; Corvallis; Benton County; Philomath
99228,zip,97369; OR; Newport; Lincoln County; Otter Rock
99227,zip,97368; OR; Newport; Lincoln County; Otis
99226,zip,97367; OR; Newport; Lincoln County; Lincoln City
99225,zip,97366; OR; Newport; Lincoln County
99224,zip,97365; OR; Newport; Lincoln County
99223,zip,97364; OR; Newport; Lincoln County; Neotsu
99222,zip,97362; OR; Salem; Marion County; Mount Angel
99221,zip,97361; OR; Salem; Polk County; Monmouth
99220,zip,97360; OR; Albany; Linn County; Mill City
9922,city,Hamburg; PA; Reading; Berks County
99219,zip,97358; OR; Albany; Linn County; Lyons
99218,zip,97357; OR; Newport; Lincoln County; Logsden
99217,zip,97355; OR; Albany; Linn County; Lebanon
99216,zip,97352; OR; Salem; Marion County; Jefferson
99215,zip,97351; OR; Salem; Polk County; Independence
99214,zip,97350; OR; Albany; Linn County; Idanha
99213,zip,97348; OR; Albany; Linn County; Halsey
99212,zip,97347; OR; Salem; Polk County; Grand Ronde
99211,zip,97346; OR; Salem; Marion County; Gates
99210,zip,97345; OR; Albany; Linn County; Foster
9921,city,Plumerville; AR; Conway County
99209,zip,97344; OR; Salem; Polk County; Falls City
99208,zip,97343; OR; Newport; Lincoln County; Eddyville
99207,zip,97342; OR; Salem; Marion County; Detroit
99206,zip,97341; OR; Newport; Lincoln County; Depoe Bay
99204,zip,97338; OR; Salem; Polk County; Dallas
99203,zip,97336; OR; Albany; Linn County; Sweet Home
99202,zip,97335; OR; Albany; Linn County; Scio
99201,zip,97333; OR; Corvallis; Benton County
992,county,Dillon County; SC
99199,zip,97330; OR; Corvallis; Benton County
99198,zip,97329; OR; Albany; Linn County; Cascadia
99197,zip,97327; OR; Albany; Linn County; Brownsville
99196,zip,97326; OR; Corvallis; Benton County; Blodgett
99195,zip,97325; OR; Salem; Marion County; Aumsville
99194,zip,97324; OR; Corvallis; Benton County; Alsea
99193,zip,97322; OR; Albany; Linn County
99192,zip,97321; OR; Albany; Linn County
9919,city,Franklin; AL; Macon County
99183,zip,97306; OR; Salem; Marion County
99182,zip,97305; OR; Salem; Marion County; Hayesville
99181,zip,97304; OR; Salem; Marion County
99180,zip,97303; OR; Salem; Marion County; Keizer
99179,zip,97302; OR; Salem; Marion County
99178,zip,97301; OR; Salem; Marion County
99160,zip,97267
99159,zip,97266
9915,city,Melvern; KS; Topeka; Osage County
99149,zip,97239
99147,zip,97236
99146,zip,97233
99145,zip,97232; OR; Portland-Vancouver-Hillsboro; Multnomah County; Portland
99144,zip,97231; OR; Portland-Vancouver-Hillsboro; Multnomah County; Portland
99143,zip,97230; OR; Portland-Vancouver-Hillsboro; Multnomah County; Portland
99142,zip,97229
99140,zip,97227; OR; Portland-Vancouver-Hillsboro; Multnomah County; Portland
99139,zip,97225
99138,zip,97224
99137,zip,97223
99136,zip,97222
99135,zip,97221; OR; Portland-Vancouver-Hillsboro; Multnomah County; Portland
99134,zip,97220
99133,zip,97219
99132,zip,97218; OR; Portland-Vancouver-Hillsboro; Multnomah County; Portland
99131,zip,97217
99130,zip,97216
99129,zip,97215; OR; Portland-Vancouver-Hillsboro; Multnomah County; Portland
99128,zip,97214
99127,zip,97213
99126,zip,97212
99125,zip,97211
99124,zip,97210
99123,zip,97209
99120,zip,97206
99119,zip,97205; OR; Portland-Vancouver-Hillsboro; Multnomah County; Portland
99118,zip,97204; OR; Portland-Vancouver-Hillsboro; Multnomah County; Portland
99117,zip,97203
99116,zip,97202
99115,zip,97201
99114,zip,97149; OR; Tillamook County; Neskowin
99113,zip,97148; OR; Portland-Vancouver-Hillsboro; Yamhill County; Yamhill
99112,zip,97147; OR; Tillamook County; Wheeler
99111,zip,97146; OR; Astoria; Clatsop County; Warrenton
9911,city,Nachusa; IL; Dixon; Lee County
99109,zip,97144; OR; Portland-Vancouver-Hillsboro; Washington County; Timber
99108,zip,97143; OR; Tillamook County; Tillamook
99107,zip,97141; OR; Tillamook County; Tillamook
99106,zip,97140
99105,zip,97138; OR; Astoria; Clatsop County; Seaside
99104,zip,97137; OR; Salem; Marion County; Saint Paul
99103,zip,97136; OR; Tillamook County; Rockaway Beach
99102,zip,97135; OR; Tillamook County; Cloverdale
99101,zip,97134; OR; Tillamook County; Tillamook
99100,zip,97133; OR; Portland-Vancouver-Hillsboro; Washington County; North Plains
99099,zip,97132
99098,zip,97131; OR; Tillamook County; Nehalem
99097,zip,97130; OR; Tillamook County; Nehalem
99096,zip,97128; OR; Portland-Vancouver-Hillsboro; Yamhill County; McMinnville
99095,zip,97127; OR; Portland-Vancouver-Hillsboro; Yamhill County; Lafayette
99094,zip,97125; OR; Portland-Vancouver-Hillsboro; Washington County; Banks
99093,zip,97124
99092,zip,97123
99091,zip,97122; OR; Tillamook County; Hebo
99089,zip,97119; OR; Portland-Vancouver-Hillsboro; Washington County; Gaston
99088,zip,97118; OR; Tillamook County; Garibaldi
99087,zip,97117; OR; Portland-Vancouver-Hillsboro; Washington County; Gales Creek
99086,zip,97116; OR; Portland-Vancouver-Hillsboro; Washington County; Forest Grove
99085,zip,97115; OR; Portland-Vancouver-Hillsboro; Yamhill County; Dundee
99084,zip,97114; OR; Portland-Vancouver-Hillsboro; Yamhill County; Dayton
99083,zip,97113; OR; Portland-Vancouver-Hillsboro; Washington County; Cornelius
99082,zip,97112; OR; Tillamook County; Cloverdale
99081,zip,97111; OR; Portland-Vancouver-Hillsboro; Yamhill County; Carlton
99080,zip,97110; OR; Astoria; Clatsop County; Cannon Beach
9908,city,Gleason; WI; Merrill; Lincoln County
99079,zip,97109; OR; Portland-Vancouver-Hillsboro; Washington County; Buxton
99078,zip,97108; OR; Tillamook County; Beaver
99077,zip,97107; OR; Tillamook County; Bay City
99076,zip,97106; OR; Portland-Vancouver-Hillsboro; Washington County; Banks
99075,zip,97103; OR; Astoria; Clatsop County
99074,zip,97102; OR; Astoria; Clatsop County; Arch Cape
99073,zip,97101; OR; Portland-Vancouver-Hillsboro; Yamhill County; Amity
99072,zip,97080
99071,zip,97078
9907,city,Gilbert; WV; Mingo County
99067,zip,97071; OR; Salem; Marion County; Woodburn
99066,zip,97070; OR; Portland-Vancouver-Hillsboro; Clackamas County; Wilsonville
99065,zip,97068
99064,zip,97067; OR; Portland-Vancouver-Hillsboro; Clackamas County; Welches
99063,zip,97065; OR; Sherman County; Wasco
99062,zip,97064; OR; Portland-Vancouver-Hillsboro; Columbia County; Vernonia
99061,zip,97063; OR; The Dalles; Wasco County; Tygh Valley
99060,zip,97062; OR; Portland-Vancouver-Hillsboro; Washington County; Tualatin
9906,city,Fulton; KS; Bourbon County
99059,zip,97060; OR; Portland-Vancouver-Hillsboro; Multnomah County; Troutdale
99058,zip,97058; OR; The Dalles; Wasco County
99057,zip,97057; OR; The Dalles; Wasco County; Shaniko
99056,zip,97056; OR; Portland-Vancouver-Hillsboro; Columbia County; Scappoose
99055,zip,97055; OR; Portland-Vancouver-Hillsboro; Clackamas County; Sandy
99054,zip,97054; OR; Portland-Vancouver-Hillsboro; Columbia County; Deer Island
99053,zip,97053; OR; Portland-Vancouver-Hillsboro; Columbia County; Warren
99052,zip,97051; OR; Portland-Vancouver-Hillsboro; Columbia County; Saint Helens
99051,zip,97050; OR; Sherman County; Rufus
99050,zip,97049; OR; Portland-Vancouver-Hillsboro; Clackamas County; Rhododendron
99049,zip,97048; OR; Portland-Vancouver-Hillsboro; Columbia County; Rainier
99048,zip,97045
99046,zip,97042; OR; Portland-Vancouver-Hillsboro; Clackamas County; Mulino
99045,zip,97041; OR; Hood River; Hood River County; Mount Hood Parkdale
99044,zip,97040; OR; The Dalles; Wasco County; Mosier
99043,zip,97039; OR; Sherman County; Moro
99042,zip,97038; OR; Portland-Vancouver-Hillsboro; Clackamas County; Molalla
99041,zip,97037; OR; The Dalles; Wasco County; Maupin
9904,city,Fort Hall; ID; Pocatello; Bannock County
99039,zip,97035; OR; Portland-Vancouver-Hillsboro; Clackamas County; Lake Oswego
99038,zip,97034
99036,zip,97032; OR; Salem; Marion County; Hubbard
99035,zip,97031; OR; Hood River; Hood River County
99034,zip,97030
99032,zip,97028; OR; Portland-Vancouver-Hillsboro; Clackamas County; Rhododendron
99031,zip,97027; OR; Portland-Vancouver-Hillsboro; Clackamas County; Gladstone
99030,zip,97026; OR; Salem; Marion County; Gervais
9903,city,Floydada; TX; Floyd County
99029,zip,97024; OR; Portland-Vancouver-Hillsboro; Multnomah County; Fairview
99028,zip,97023; OR; Portland-Vancouver-Hillsboro; Clackamas County; Estacada
99027,zip,97022; OR; Portland-Vancouver-Hillsboro; Clackamas County; Eagle Creek
99026,zip,97021; OR; The Dalles; Wasco County; Dufur
99025,zip,97020; OR; Salem; Marion County; Donald
99024,zip,97019; OR; Portland-Vancouver-Hillsboro; Multnomah County; Corbett
99023,zip,97018; OR; Portland-Vancouver-Hillsboro; Columbia County; Columbia City
99022,zip,97017; OR; Portland-Vancouver-Hillsboro; Clackamas County; Colton
99021,zip,97016; OR; Portland-Vancouver-Hillsboro; Columbia County; Clatskanie
99020,zip,97015; OR; Portland-Vancouver-Hillsboro; Clackamas County; Clackamas
9902,city,Peck; KS; Wichita; Sumner County
99019,zip,97014; OR; Hood River; Hood River County; Cascade Locks
99018,zip,97013; OR; Portland-Vancouver-Hillsboro; Clackamas County; Canby
99017,zip,97011; OR; Portland-Vancouver-Hillsboro; Clackamas County; Brightwood
99015,zip,97009; OR; Portland-Vancouver-Hillsboro; Clackamas County; Boring
99014,zip,97008
99013,zip,97007
99012,zip,97006
99011,zip,97005
99010,zip,97004; OR; Portland-Vancouver-Hillsboro; Clackamas County; Beavercreek
99009,zip,97002; OR; Salem; Marion County; Aurora
99008,zip,97001; OR; The Dalles; Wasco County; Antelope
990,county,Dewitt County; IL; Bloomington
99,county,Bent County; CO
9896,city,Fincastle; VA; Roanoke; Botetourt County
98957,zip,96826
98956,zip,96825; HI; Urban Honolulu; Honolulu County; Honolulu
98953,zip,96822
98952,zip,96821; HI; Urban Honolulu; Honolulu County; Honolulu
98950,zip,96819; HI; Urban Honolulu; Honolulu County; Honolulu
98949,zip,96818
98948,zip,96817
98947,zip,96816
98946,zip,96815
98945,zip,96814
98944,zip,96813
98930,zip,96797
98929,zip,96796; HI; Kapaa; Kauai County; Waimea
98928,zip,96795; HI; Urban Honolulu; Honolulu County; Waimanalo
98927,zip,96793; HI; Kahului-Wailuku-Lahaina; Maui County; Wailuku
98926,zip,96792
98925,zip,96791; HI; Urban Honolulu; Honolulu County; Waialua
98924,zip,96790; HI; Kahului-Wailuku-Lahaina; Maui County; Kihei
98923,zip,96789
98921,zip,96786
98920,zip,96785; HI; Hilo; Hawaii County; Volcano
98918,zip,96783; HI; Hilo; Hawaii County; Pepeekeo
98917,zip,96782; HI; Urban Honolulu; Honolulu County; Pearl City
98916,zip,96781; HI; Hilo; Hawaii County; Papaikou
98915,zip,96780; HI; Hilo; Hawaii County; Ninole
98914,zip,96779; HI; Kahului-Wailuku-Lahaina; Maui County; Paia
98913,zip,96778; HI; Hilo; Hawaii County; Pahoa
98912,zip,96777; HI; Hilo; Hawaii County; Pahala
98911,zip,96776; HI; Hilo; Hawaii County; Paauilo
98910,zip,96774; HI; Hilo; Hawaii County; Ookala
9891,city,Moriarty; NM; Albuquerque; Torrance County
98909,zip,96773; HI; Hilo; Hawaii County; Ninole
98908,zip,96772; HI; Hilo; Hawaii County; Naalehu
98907,zip,96771; HI; Hilo; Hawaii County; Mountain View
98906,zip,96770; HI; Kahului-Wailuku-Lahaina; Maui County; Maunaloa
98904,zip,96768; HI; Kahului-Wailuku-Lahaina; Maui County; Makawao
98902,zip,96766; HI; Kapaa; Kauai County; Lihue
98901,zip,96765; HI; Kapaa; Kauai County; Koloa
98900,zip,96764; HI; Hilo; Hawaii County; Laupahoehoe
989,county,Denver County; CO; Denver-Aurora-Lakewood
98899,zip,96763; HI; Kahului-Wailuku-Lahaina; Maui County; Lanai City
98898,zip,96762; HI; Urban Honolulu; Honolulu County; Laie
98897,zip,96761; HI; Kahului-Wailuku-Lahaina; Maui County; Lahaina
98896,zip,96760; HI; Hilo; Hawaii County; Keaau
98894,zip,96757; HI; Kahului-Wailuku-Lahaina; Maui County; Kaunakakai
98893,zip,96756; HI; Kapaa; Kauai County; Koloa
98892,zip,96755; HI; Hilo; Hawaii County; Kapaau
98891,zip,96754; HI; Kapaa; Kauai County; Kilauea
98890,zip,96753; HI; Kahului-Wailuku-Lahaina; Maui County; Kihei
9889,city,Ducor; CA; Visalia-Porterville; Tulare County
98889,zip,96752; HI; Kapaa; Kauai County; Waimea
98888,zip,96751; HI; Kapaa; Kauai County
98887,zip,96750; HI; Hilo; Hawaii County; Kealakekua
